obsid,obi,date
62839,0,'Apr 26 2006  5:35AM'
174,0,'Jan 12 2010 10:33PM'
59048,2,'Mar 27 2006  1:17PM'
1225,0,'Nov 21 2009  6:38AM'
62131,0,'May  8 2007  4:48AM'
1369,0,'Nov 18 2009 10:08PM'
1318,0,'Sep 28 2010  6:56AM'
57002,0,'Jun 29 2009  9:03AM'
1076,0,'Dec 15 2009 11:23PM'
1415,0,'Nov 20 2009  1:03PM'
62339,0,'Nov 20 2009  7:52AM'
62228,0,'Dec  2 2009  4:06AM'
1440,0,'Nov 24 2009  7:11AM'
56402,0,'Mar 10 2010 12:12AM'
1074,0,'Dec 15 2009 11:21PM'
62134,0,'May  8 2007  4:23AM'
557,0,'Sep 14 2007  7:46PM'
55916,0,'Oct 31 2010 11:04AM'
315,0,'Nov 25 2009  2:52AM'
378,0,'Dec 17 2010  1:58PM'
503,0,'Nov 24 2009  9:30AM'
151,0,'Jan 12 2010 10:20PM'
1271,0,'Dec 17 2009 12:31AM'
62076,0,'May 11 2007  1:31PM'
775,0,'Nov 29 2009  4:44PM'
1166,0,'Jan 12 2010 10:35PM'
59084,0,'Mar  5 2006  9:40PM'
579,0,'Nov 25 2009  4:52AM'
62806,0,'Mar 24 2011  3:13PM'
1419,0,'Nov 20 2009  1:17PM'
56570,0,'Dec 23 2009  1:11PM'
1389,0,'Nov 20 2009 10:25AM'
536,0,'Nov 18 2010  5:26AM'
82,1,'Dec 20 2000  7:25AM'
56680,0,'Nov 15 2009  9:57AM'
55631,0,'Feb 21 2011  9:41PM'
68,0,'Jan 13 2010  7:45AM'
398,0,'Aug 27 2007  6:54PM'
635,0,'May 11 2007 12:35PM'
58278,0,'Aug  9 2007  5:37AM'
62332,0,'Nov 20 2009  1:30PM'
62822,0,'Sep 15 2006 12:58PM'
60052,0,'Apr 19 2006  7:51AM'
1138,0,'Jan 12 2010  2:09PM'
16,0,'Nov 19 2009  5:36AM'
236,0,'Sep 15 2007  8:26AM'
108,0,'Jul 23 2007  7:06PM'
56739,0,'Oct 22 2009  3:52AM'
440,1,'May 11 2007 12:31PM'
57360,0,'Feb  2 2009  5:39PM'
751,0,'Jun 14 2007  8:12PM'
55576,0,'Mar 20 2011 11:28AM'
469,0,'Dec 17 2009  3:33AM'
445,1,'May 18 2007 12:20AM'
61068,2,'Sep 28 2006  1:16PM'
439,1,'May 11 2007 12:31PM'
62153,0,'Sep 15 2007  5:24AM'
162,0,'Dec 17 2009  3:45AM'
556,1,'Nov 21 2009  4:04AM'
131,0,'Nov 19 2009  6:08AM'
62102,0,'May 10 2007  6:25AM'
1099,1,'Dec 17 2009  5:49AM'
57314,0,'Feb  9 2009  1:58AM'
960,0,'Dec  7 2010  4:35PM'
59078,0,'Mar  6 2006  2:10AM'
62203,0,'Dec  5 2009  4:24AM'
56972,1,'Jul  9 2009  5:22PM'
158,1,'Dec 17 2009 12:36AM'
62079,0,'May 11 2007  1:11PM'
62254,0,'Nov 26 2009  2:59AM'
1165,1,'Dec  2 2009  1:20PM'
57870,0,'Apr 11 2008  9:04AM'
772,0,'Sep 14 2007  8:28PM'
56129,0,'Jul  9 2010  2:19PM'
967,0,'Nov 24 2009  5:16AM'
61195,1,'Sep 16 2006  8:47AM'
1071,0,'Dec 15 2009 11:16PM'
62336,0,'Nov 20 2009 10:17AM'
318,1,'May 11 2007  6:14PM'
1170,0,'Nov 21 2009  6:46AM'
10673,0,'Jun 19 2009  3:53PM'
56033,0,'Sep 11 2010  6:08PM'
4464,0,'Feb  4 2009 10:44PM'
715,0,'May 10 2007  6:16AM'
62096,0,'May 11 2007 12:30PM'
1163,1,'Dec  2 2009  1:18PM'
623,0,'Jul 14 2007  6:09AM'
62812,0,'Jun 19 2009 12:19PM'
386,0,'Jan 29 2010  2:57PM'
56792,0,'Oct  2 2009  3:43PM'
1153,0,'Jan 12 2010  8:29PM'
62345,0,'Nov 20 2009  5:27AM'
55655,0,'Feb 11 2011 12:01PM'
55649,0,'Feb 14 2011  1:03PM'
513,0,'Sep 28 2010  3:52AM'
1199,1,'Sep  8 2010  4:24PM'
745,0,'Jul 14 2007  1:23AM'
61288,0,'Sep  2 2006 12:49PM'
62087,0,'May 11 2007  6:29PM'
369,0,'Jul 14 2007  1:50AM'
1406,0,'Nov 20 2009  7:57AM'
55400,0,'May 28 2011  4:25AM'
361,0,'Nov 17 2009  4:18AM'
817,0,'Dec  3 2010  1:41PM'
56798,0,'Sep 30 2009  5:49AM'
55773,0,'Dec 28 2010 11:15AM'
1107,0,'Jan 13 2010  1:14AM'
1353,0,'Nov 18 2009 10:04PM'
957,0,'Sep 15 2007  5:09AM'
24,1,'Dec  5 2009 12:11AM'
56674,1,'Nov 17 2009  9:13PM'
62086,0,'May 11 2007  8:43AM'
1712,1,'May 25 2007  9:39AM'
604,0,'May 11 2007 11:57AM'
4410,0,'Feb  4 2009  6:14PM'
61099,0,'Sep 30 2006  1:48AM'
58083,0,'Dec 11 2007  4:14PM'
49899,0,'May 18 2007  2:34AM'
1387,0,'Nov 19 2009  4:51AM'
62263,0,'Nov 26 2009  1:19AM'
56344,0,'Apr  8 2010 11:29AM'
56786,0,'Oct  5 2009  8:51AM'
62318,0,'Nov 21 2009  6:21AM'
56103,0,'Nov 15 2010  3:24PM'
62825,0,'Feb 12 2009  3:11PM'
1213,0,'Jan 12 2010  1:32PM'
3371,0,'Feb  4 2009 11:34AM'
353,0,'May 10 2007  5:19AM'
55928,0,'Oct 28 2010 12:52PM'
62382,0,'Sep 28 2010  3:16AM'
59754,0,'Feb 27 2006 12:19AM'
1231,0,'Dec 17 2009 12:29AM'
1253,1,'Jan 13 2010  5:13AM'
1362,0,'Nov 18 2009 10:06PM'
1281,0,'Dec 17 2009 12:33AM'
758,0,'Jul 14 2007  1:18AM'
62553,0,'Aug 17 1999 11:23PM'
60319,0,'May 26 2006  8:11PM'
62261,0,'Nov 26 2009  1:40AM'
58837,0,'Aug  9 2006 12:03AM'
62326,0,'Nov 21 2009  4:03AM'
1461,0,'Nov 21 2009  6:12AM'
60640,0,'Jul 14 2006  7:11AM'
56512,0,'Jan 16 2010 11:21AM'
892,0,'May 11 2007  1:25PM'
1309,0,'Nov 17 2009  3:59AM'
62160,1,'Sep 15 2007  5:01AM'
55574,0,'Mar 20 2011  1:23PM'
1265,0,'Dec 13 2009 11:49PM'
62823,0,'Jun  2 2006  8:00PM'
1708,0,'May 18 2007  1:05AM'
62124,0,'May  8 2007 10:26AM'
62303,0,'Nov 24 2009  7:40AM'
62811,0,'Jun 20 2009  9:21AM'
1137,0,'Jan 12 2010  2:09PM'
1292,0,'Jan 12 2010 12:11PM'
62139,0,'May  8 2007  3:04AM'
1332,0,'Sep 28 2010 12:17PM'
56155,0,'Jul  1 2010 10:31PM'
62317,0,'Dec  7 2010 10:33AM'
1289,0,'Jan 12 2010  9:17AM'
1285,0,'Jan 12 2010  9:16AM'
58678,0,'Feb  4 2009  5:29AM'
633,0,'May 18 2007 12:34AM'
130,0,'Nov 25 2009  2:37AM'
57282,0,'Feb 19 2009 11:17AM'
1323,0,'Sep 28 2010 10:33AM'
55327,0,'Jun 23 2011  9:06PM'
62288,0,'Nov 25 2009  2:55AM'
401,0,'May 11 2007  1:09PM'
1070,0,'Dec 15 2009 11:16PM'
368,0,'Jul 14 2007  1:18AM'
62849,0,'Oct 13 2006  6:49AM'
1160,1,'Dec  2 2009 11:32AM'
1421,0,'Nov 20 2009  1:28PM'
558,0,'Nov 21 2009  6:48AM'
62232,0,'Dec  2 2009  2:42AM'
1136,0,'Jan 12 2010  2:08PM'
62842,0,'Jun  8 2006  4:17AM'
1467,0,'Nov 24 2009  9:30AM'
62294,0,'Nov 25 2009  2:39AM'
62398,0,'Dec 17 2009  6:41AM'
56518,0,'Jan 16 2010 11:19AM'
1476,0,'Nov 24 2009  9:30AM'
6095,0,'Feb  5 2009  4:21AM'
343,0,'Nov 25 2009  5:09AM'
337,1,'Nov 20 2009  5:26AM'
70,2,'May 10 2007  5:48AM'
62208,0,'Dec  5 2009 12:48AM'
62209,0,'Dec  5 2009 12:11AM'
62396,0,'Jan 12 2010 12:04PM'
55969,0,'Oct 15 2010 11:52PM'
62095,0,'May 11 2007  1:59PM'
333,0,'Nov 19 2009  5:42AM'
639,0,'Dec  2 2009  6:18AM'
242,0,'Sep 28 2010  3:20AM'
331,0,'Nov 26 2009  3:35AM'
316,0,'Dec  8 2010  1:28PM'
61333,0,'Aug 29 2006 10:53AM'
1411,2,'Aug 16 2010  7:18PM'
62293,0,'Nov 25 2009  2:41AM'
1159,1,'Dec  2 2009 11:30AM'
62070,0,'May 17 2007 11:05PM'
55390,0,'May 30 2011  9:09PM'
883,0,'May 11 2007  1:23PM'
62149,0,'Sep 15 2007  7:48AM'
56772,0,'Oct  8 2009 12:08AM'
460,0,'Dec  2 2009 12:46AM'
871,0,'Dec  2 2009 12:36AM'
444,1,'May 17 2007 11:12PM'
56340,0,'Apr 16 2010  9:19PM'
56476,0,'Feb  1 2010  4:23AM'
237,0,'Sep 15 2007  8:27AM'
400,2,'May 23 2011  5:08PM'
1437,0,'Nov 24 2009  7:12AM'
1482,0,'Dec  7 2010  4:37PM'
57150,0,'Apr 24 2009  8:05AM'
1261,0,'Jan 12 2010  1:30PM'
57874,0,'Apr 11 2008  8:56AM'
56842,0,'Sep  8 2009  1:46PM'
830,0,'May 11 2007 12:57PM'
1130,0,'Jan 12 2010  2:06PM'
1052,0,'Dec 13 2009 11:49PM'
60938,0,'Oct 13 2006  9:49AM'
1504,0,'Nov 25 2009  5:13AM'
1122,0,'Jan 12 2010  1:37PM'
664,1,'May 11 2007 12:29PM'
60422,0,'Jun  7 2006 11:14PM'
55930,0,'Oct 28 2010 12:52PM'
921,0,'Dec  5 2009  4:14AM'
62355,0,'Nov 19 2009  5:45AM'
463,1,'Jan 13 2010  5:11AM'
387,0,'May 10 2007  2:19AM'
1391,0,'Nov 20 2009 10:26AM'
57288,0,'Feb 19 2009 12:08PM'
766,0,'Jul 14 2007  6:07AM'
1087,0,'Dec 17 2009 12:29AM'
1524,1,'May 11 2007  6:27PM'
1058,0,'Dec 14 2009  1:45AM'
59901,0,'Apr  7 2006  6:34AM'
1488,0,'Nov 25 2009  5:07AM'
412,0,'May 17 2007 11:03PM'
759,0,'Jul 14 2007  1:25AM'
62128,0,'May  8 2007  8:22AM'
1511,0,'Dec  2 2009  4:17AM'
457,1,'Nov 21 2009  4:08AM'
59903,0,'Apr  7 2006  6:32AM'
92,0,'Sep 15 2007  1:00PM'
55721,0,'Jan 18 2011 11:58AM'
62816,0,'May 29 2007 12:18PM'
1214,0,'Jan 12 2010  1:32PM'
62846,0,'Jun 27 2006  9:03AM'
605,0,'Dec  2 2009  6:02AM'
62157,0,'Sep 15 2007  5:04AM'
1109,0,'Jan 13 2010  2:23AM'
59327,0,'Apr  4 2006  4:48PM'
56082,1,'Aug 10 2010  2:44PM'
62260,0,'Nov 26 2009  1:41AM'
62194,0,'Jul 14 2007  1:18AM'
62109,0,'May 10 2007  5:33AM'
56732,0,'Oct 23 2009 12:44PM'
1194,0,'Jan 13 2010  1:07AM'
62296,0,'Nov 24 2009  9:26AM'
60515,0,'Jul  1 2006  5:21PM'
62265,1,'Nov 26 2009  1:18AM'
167,0,'Dec 14 2009 12:04AM'
65,0,'Nov  8 2010  3:22PM'
475,1,'Dec 15 2009 10:36PM'
411,0,'May 10 2007  6:09AM'
1454,0,'Nov 20 2009  5:22AM'
62168,0,'Sep 14 2007  8:06PM'
61284,0,'Sep  2 2006 12:51PM'
62554,1,'Dec 13 2009 11:51PM'
257,0,'Dec  4 2009  9:02PM'
60650,0,'Jul 14 2006  1:25AM'
2487,1,'Feb  3 2009  8:47PM'
146,0,'Nov  1 2007  4:49PM'
62135,0,'May  8 2007  4:21AM'
58222,0,'Sep 10 2007 10:31AM'
1418,0,'Nov 20 2009  1:19PM'
283,0,'May  8 2007  4:30AM'
56397,0,'Mar 12 2010 11:01PM'
474,1,'Dec 15 2009 10:36PM'
1150,0,'Jan 12 2010  6:31PM'
55875,0,'Nov 16 2010  6:08PM'
379,0,'May  8 2007  9:14AM'
1434,0,'Nov 24 2009  5:15AM'
62268,0,'Nov 26 2009 12:10AM'
62289,0,'Nov 25 2009  2:55AM'
166,0,'Dec 13 2009 11:53PM'
59076,0,'Mar  6 2006  2:12AM'
1059,0,'Dec 14 2009  1:45AM'
62440,0,'Jan 12 2010  8:23PM'
1234,0,'Dec 17 2009  3:42AM'
1140,0,'Jan 12 2010  5:36PM'
56078,1,'Aug 13 2010  3:07AM'
56420,0,'Mar  2 2010 10:14AM'
57220,0,'Mar 23 2009 11:03AM'
1345,0,'Nov 18 2009 10:02PM'
147,0,'Jan 12 2010 10:27PM'
106,0,'Sep 28 2010  4:08AM'
62507,0,'Nov 18 2009 10:11PM'
1154,1,'Dec  2 2009 11:02AM'
120,0,'Sep 28 2010  9:28AM'
835,0,'Nov 29 2009  4:44PM'
1205,0,'Jan 12 2010  9:13AM'
1458,1,'Nov 21 2009  3:50AM'
60759,1,'Aug  1 2006  1:59AM'
1342,0,'Nov 18 2009 10:01PM'
328,2,'Jul 14 2007 11:28AM'
61161,0,'Sep 19 2006 12:19PM'
61066,2,'Sep 28 2006  1:20PM'
1375,0,'Nov 18 2009 10:09PM'
531,0,'Nov 29 2009  2:36PM'
62393,0,'Jan 12 2010  8:31PM'
59565,0,'Mar 14 2006  5:11AM'
62314,0,'Nov 21 2009  6:52AM'
50,0,'Jan 13 2010 12:55AM'
13,0,'Nov 17 2009  3:59AM'
57353,1,'Jan 24 2009 10:42AM'
97,0,'May 17 2007 10:50PM'
60430,0,'Jun  7 2006 10:59PM'
61064,2,'Sep 28 2006  1:21PM'
1356,0,'Nov 18 2009 10:04PM'
1483,0,'Nov 25 2009  5:01AM'
1364,0,'Nov 18 2009 10:07PM'
763,0,'Nov 21 2009  3:50AM'
71,2,'May 10 2007  5:53AM'
56776,0,'Oct  8 2009 12:05AM'
172,0,'Jan 12 2010 10:35PM'
60424,0,'Jun  7 2006 11:08PM'
1293,0,'Jan 12 2010 12:13PM'
62065,0,'May 18 2007  1:16AM'
62148,0,'Nov  6 2007  1:36PM'
362,0,'May 11 2007 12:41PM'
433,1,'Sep  6 2007  7:57AM'
319,0,'Dec  4 2009  8:26PM'
62442,0,'Jan 12 2010  8:23PM'
58,0,'May  8 2007  4:26AM'
407,0,'Nov 26 2009  1:26AM'
681,0,'May 18 2007  1:46AM'
57584,0,'Sep 29 2008  2:14PM'
62848,0,'Aug  1 2006  4:27AM'
132,0,'Jan 12 2010  9:14AM'
1711,1,'May 25 2007  9:21AM'
58228,0,'Sep 10 2007 10:29AM'
62341,0,'Nov 20 2009  7:44AM'
62807,0,'Mar 10 2011  9:07AM'
62819,0,'Nov 22 2006  3:11PM'
1102,0,'Sep 28 2010  4:17AM'
529,0,'Dec  2 2009  7:42AM'
62270,0,'Nov 26 2009 12:10AM'
1413,0,'Nov 20 2009  8:02AM'
84,0,'Nov 25 2009  2:42AM'
62093,0,'May 11 2007  5:58PM'
62143,0,'May  8 2007  2:54AM'
1497,0,'Nov 25 2009  5:08AM'
62133,0,'May  8 2007  4:23AM'
62259,0,'Nov 26 2009  1:44AM'
62338,0,'Nov 20 2009 10:08AM'
124,0,'Nov 19 2009  4:43AM'
1142,0,'Jan 12 2010  5:36PM'
60934,0,'Oct 13 2006  9:51AM'
419,1,'Nov 21 2009  3:52AM'
62085,0,'May 11 2007  8:43AM'
1203,0,'Jan 12 2010  9:12AM'
846,0,'Nov 29 2009  2:42PM'
793,0,'May 17 2007 11:09PM'
350,0,'May 11 2007 12:47PM'
100,0,'Nov 25 2009  2:38AM'
1367,0,'Nov 18 2009 10:07PM'
334,3,'Nov 19 2009  4:17PM'
255,0,'Nov 25 2009  2:42AM'
12,1,'Oct  5 2000  7:19PM'
58284,0,'Aug  9 2007  5:36AM'
61062,2,'Sep 28 2006  1:23PM'
58592,0,'Jan  6 2007 12:20PM'
62225,0,'Dec  2 2009  7:36AM'
1146,0,'Jan 12 2010  6:30PM'
168,1,'Dec 17 2009  6:29AM'
56496,0,'Jan 24 2010  7:50AM'
62200,0,'Dec  5 2009  4:53AM'
57,0,'May  8 2007  3:02AM'
1517,0,'Dec  4 2009  7:13PM'
62384,0,'Nov 17 2009  3:51AM'
56904,2,'Aug 11 2009  1:12PM'
55909,0,'Nov  4 2010  1:30AM'
1431,1,'Nov  5 2010  8:10AM'
235,0,'Sep 15 2007  8:23AM'
325,0,'Nov 25 2009  3:00AM'
1162,1,'Dec  2 2009  1:17PM'
51,0,'Jan 13 2010  1:01AM'
518,0,'Nov 17 2009  3:54AM'
60879,0,'Aug 17 2006  7:00PM'
1472,0,'Nov 24 2009  9:28AM'
2490,1,'Feb  4 2009  1:21AM'
59567,0,'Mar 14 2006  5:11AM'
60058,0,'Apr 19 2006  7:28AM'
247,0,'May  8 2007  4:27AM'
215,1,'Dec 15 2009 11:08PM'
62443,0,'Aug 13 2010  6:12PM'
1134,0,'Jan 12 2010  2:08PM'
1126,0,'Jan 12 2010  1:38PM'
57284,0,'Feb 19 2009 12:06PM'
1361,0,'Nov 18 2009 10:05PM'
1900,1,'Aug 29 2007 12:28PM'
57015,1,'Apr 28 2011  2:25PM'
1518,0,'Dec  4 2009  9:13PM'
1117,0,'Jan 12 2010  1:35PM'
140,1,'May 11 2007 12:30PM'
1290,0,'Jan 12 2010  9:19AM'
756,1,'Jul 14 2007 11:19AM'
1487,0,'Nov 25 2009  5:06AM'
62309,0,'Dec 13 2010 11:31AM'
170,1,'Dec 17 2009  6:23AM'
62278,0,'Nov 25 2009  8:08AM'
4460,0,'Feb  4 2009 10:42PM'
62073,0,'May 17 2007 10:48PM'
62222,0,'Dec  2 2009 10:35AM'
576,1,'Nov 21 2009  3:51AM'
57156,0,'Apr 23 2009  2:53PM'
62342,0,'Nov 20 2009  7:43AM'
59080,0,'Mar  6 2006  2:08AM'
207,1,'Dec 17 2009 12:51AM'
154,0,'Nov  1 2007  4:48PM'
59329,0,'Apr  4 2006  4:45PM'
62301,0,'Nov 24 2009  7:41AM'
56016,0,'Sep 21 2010  4:44PM'
1388,0,'Nov 20 2009 10:27AM'
67,0,'Jan 12 2010  1:34PM'
1456,0,'Sep 27 2000  1:51PM'
62364,0,'Nov 19 2009  4:16AM'
1270,0,'Dec 17 2009 12:30AM'
62435,0,'Jan 12 2010 11:54PM'
1208,0,'Feb  1 2010  8:40PM'
29,0,'Nov 26 2009  3:21AM'
1449,0,'Nov 19 2009  4:16PM'
59569,0,'Mar 14 2006  6:17AM'
1445,0,'Nov 24 2009  7:12AM'
1465,0,'Nov 24 2009  9:22AM'
59,0,'Nov 21 2009  6:47AM'
60633,0,'Jul 14 2006  6:44AM'
60634,0,'Jul 14 2006  7:27AM'
1085,0,'Dec 15 2009 11:23PM'
55532,0,'Apr  8 2011  2:37PM'
1390,0,'Nov 20 2009 10:25AM'
62189,0,'Jul 14 2007  1:42AM'
344,0,'Nov  2 2007  4:27AM'
56868,0,'Aug 26 2009 12:28PM'
60325,0,'May 29 2006 12:39PM'
62269,0,'Nov 26 2009 12:10AM'
55766,0,'Dec 31 2010  1:11AM'
1051,0,'Dec 13 2009 11:35PM'
1344,0,'Nov 18 2009 10:01PM'
429,0,'May 11 2007  8:40AM'
1112,1,'Nov 21 2009  4:06AM'
62074,0,'May 11 2007  1:28PM'
62077,0,'May 11 2007  1:26PM'
1376,0,'Nov 18 2009 10:10PM'
1473,0,'Nov 24 2009  9:28AM'
1411,0,'Aug 16 2010  7:18PM'
1503,0,'Nov 25 2009  5:11AM'
62183,0,'Jul 14 2007  1:48AM'
1196,0,'Dec 15 2009 10:36PM'
532,1,'Nov 20 2009  5:33AM'
466,0,'Dec 17 2009 12:30AM'
62253,0,'Nov 26 2009  3:35AM'
1397,0,'Nov 20 2009 10:52AM'
1132,0,'Jan 12 2010  2:07PM'
877,0,'Dec  5 2009  4:14AM'
62286,0,'Nov 25 2009  4:39AM'
1378,0,'Nov 18 2009 10:11PM'
742,0,'Sep 14 2007  7:44PM'
169,0,'Sep 15 2007 11:47AM'
5352,2,'Feb  5 2009  2:23AM'
1127,0,'Jan 12 2010  1:38PM'
833,0,'Dec  2 2009 12:35AM'
269,0,'Dec  4 2009  9:03PM'
1164,1,'Dec  2 2009  1:21PM'
805,0,'Jul 14 2007  6:34AM'
468,0,'Dec 17 2009 12:31AM'
62224,0,'Dec  2 2009  7:39AM'
562,0,'Sep 14 2007  8:06PM'
57580,0,'Sep 29 2008  6:04PM'
157,0,'Jan 12 2010 10:24PM'
359,1,'May  8 2007  4:39AM'
60060,0,'Apr 19 2006  7:26AM'
230,0,'Sep 15 2007  8:25AM'
62091,0,'May 11 2007  6:15PM'
541,0,'Nov 25 2009  2:53AM'
56714,0,'Nov  9 2009 10:07AM'
62312,0,'Nov 21 2009  7:02AM'
55580,0,'Mar 20 2011 11:28AM'
62277,0,'Nov 25 2009  8:32AM'
62292,0,'Nov 25 2009  2:41AM'
62110,0,'May 10 2007  5:31AM'
1105,0,'Jan 13 2010  1:06AM'
1118,0,'Jan 12 2010  1:35PM'
1302,0,'Sep 28 2010  3:16AM'
1269,0,'Dec 15 2009 11:12PM'
62080,0,'May 11 2007  1:11PM'
1287,0,'Jan 12 2010  9:17AM'
3368,0,'Feb  4 2009  7:19AM'
625,0,'Dec  2 2009  7:52AM'
609,0,'Nov 26 2009  1:18AM'
55952,0,'Nov 16 2010 11:37AM'
1505,1,'Jan 26 2010  8:43PM'
55932,0,'Oct 28 2010 12:54PM'
2223,0,'Nov  4 2006  4:04AM'
1471,0,'Nov 24 2009  9:22AM'
1339,0,'Sep 28 2010  2:36AM'
56321,1,'Apr 18 2010  6:31PM'
1404,0,'Nov 20 2009 12:42PM'
62156,0,'Sep 15 2007  5:08AM'
270,2,'Sep 14 2007  7:42PM'
60183,0,'May 23 2006  6:21AM'
841,0,'May 10 2007  5:18AM'
327,0,'Jul 14 2007  6:12AM'
62251,0,'Nov 29 2009  2:27PM'
62147,0,'Sep 15 2007  8:09AM'
1408,0,'Nov 25 2009 11:57PM'
1431,0,'Oct 26 2010  4:21PM'
1299,0,'Jan 12 2010  8:21PM'
1341,0,'Sep 28 2010  2:06AM'
55971,0,'Oct 15 2010 11:54PM'
139,0,'Nov  1 2007  4:47PM'
62302,0,'Nov 24 2009  7:40AM'
62437,0,'Jan 12 2010  8:25PM'
738,0,'Sep 14 2007  7:42PM'
1210,0,'Feb  1 2010  8:40PM'
55495,0,'Apr 21 2011  9:41AM'
62092,0,'May 11 2007  6:05PM'
49,0,'Sep 24 2010  2:50PM'
56053,0,'Aug 28 2010  9:47PM'
56956,0,'Jul 16 2009  1:08AM'
62831,0,'Mar  9 2006 11:20PM'
1424,0,'Nov 20 2009  8:02AM'
62837,0,'Jun 14 2006  1:21PM'
62125,0,'May  8 2007 10:23AM'
1145,0,'Jan 12 2010  6:29PM'
55626,0,'Feb 24 2011  5:27PM'
1520,0,'Jul 14 2007  1:40AM'
2489,1,'Feb  3 2009 11:32PM'
346,0,'Dec  4 2009  8:18PM'
56241,0,'May 23 2010 12:04PM'
211,1,'Dec 15 2009 11:07PM'
1521,0,'Sep 15 2007  7:49AM'
1217,0,'Jan 12 2010  1:33PM'
57154,0,'Apr 23 2009  2:54PM'
56099,0,'Jul 31 2010 12:19AM'
836,0,'Sep 15 2007  5:14AM'
1128,0,'Jan 12 2010  1:39PM'
55539,0,'Apr  5 2011 11:44AM'
1100,1,'Dec 17 2009  5:53AM'
62877,0,'Feb  5 2009  9:19AM'
496,0,'May 17 2007 11:06PM'
1480,0,'Nov 24 2009  5:26AM'
208,1,'Dec 17 2009 12:53AM'
1381,0,'Nov 18 2009 10:11PM'
834,1,'May 18 2007  1:46AM'
860,0,'Sep 23 2010  6:15PM'
1324,0,'Sep 28 2010 10:33AM'
1509,0,'May  8 2007  3:09AM'
396,1,'Nov 21 2009  3:52AM'
56770,0,'Oct  8 2009 12:08AM'
102,0,'May 11 2007  8:44AM'
11975,0,'Mar 11 2010  2:28PM'
163,0,'Dec 13 2009 11:52PM'
62199,0,'Dec  4 2009  7:14PM'
961,0,'Nov 24 2009  9:17AM'
56012,0,'Sep 24 2010  4:26PM'
1457,0,'Dec  6 2010  3:46PM'
614,0,'May 10 2007  6:10AM'
138,0,'Dec 16 2009 10:12PM'
105,1,'Nov 20 2009  5:28AM'
814,0,'Nov 29 2009  4:33PM'
1090,0,'Dec 17 2009 12:29AM'
62196,0,'Jul 14 2007  1:11AM'
225,0,'Sep 15 2007  8:16AM'
1088,0,'Dec 17 2009 12:29AM'
539,0,'May 10 2007  5:50AM'
57706,0,'Jul  9 2008 11:54AM'
843,0,'Dec  2 2009 12:35AM'
425,0,'May 11 2007 12:33PM'
57087,0,'May 27 2009 11:18AM'
62335,0,'Nov 20 2009 10:31AM'
55965,0,'Oct 15 2010 11:52PM'
55727,0,'Jan 18 2011  6:30AM'
355,0,'Dec  2 2009  9:32AM'
1441,0,'Nov 24 2009  5:16AM'
1169,1,'Jan 13 2010  4:27AM'
62834,0,'Apr 12 2006  2:14AM'
57158,0,'Apr 23 2009  2:52PM'
1077,0,'Dec 16 2009  2:07AM'
1494,0,'Nov 25 2009  5:04AM'
55705,0,'Feb  3 2011  2:21PM'
510,0,'Nov 19 2009  2:32PM'
807,0,'May 18 2007 12:56AM'
1068,0,'Dec 15 2009 11:16PM'
59563,0,'Mar 14 2006  5:15AM'
1705,0,'May 23 2007  6:29AM'
1468,0,'Nov 24 2009  9:28AM'
1491,0,'Nov 25 2009  5:02AM'
57578,0,'Sep 29 2008  6:04PM'
62319,0,'Nov 21 2009  6:21AM'
521,1,'Nov 20 2009  7:36AM'
1498,0,'Nov 25 2009  5:09AM'
76,1,'May 11 2007  6:26PM'
370,0,'Sep 15 2007  5:01AM'
418,1,'Aug 29 2007  1:53PM'
57290,0,'Feb 19 2009 12:08PM'
60637,0,'Jul 14 2006  7:21AM'
222,0,'Dec 16 2009  2:28AM'
1298,0,'Jan 12 2010  8:19PM'
62896,0,'Nov  2 2007  8:43AM'
60175,0,'Feb  4 2009  9:24AM'
60761,1,'Aug  1 2006  1:59AM'
161,1,'Dec 17 2009 12:51AM'
62220,0,'Dec  2 2009 10:58AM'
209,1,'Dec 17 2009 12:53AM'
62150,0,'Sep 15 2007  7:44AM'
60179,0,'May 23 2006  6:28AM'
372,0,'Feb  4 2009 11:34AM'
493,0,'May 10 2007  5:14AM'
55525,1,'Apr 11 2011  1:11AM'
1296,0,'Feb  1 2010  8:42PM'
56247,0,'May 20 2010  4:22PM'
1125,0,'Jan 12 2010  1:38PM'
1343,0,'Nov 18 2009 10:01PM'
60056,0,'Apr 19 2006  7:45AM'
555,1,'Nov 21 2009  4:07AM'
1202,0,'Jan 12 2010  9:12AM'
55934,0,'Oct 28 2010 12:54PM'
1095,1,'Dec 17 2009  3:32AM'
771,0,'Jul 14 2007  6:03AM'
62323,0,'Nov 21 2009  4:11AM'
125,0,'Nov 25 2009  3:02AM'
62298,0,'Nov 24 2009  9:24AM'
59756,0,'Feb 27 2006 12:17AM'
224,0,'Sep 15 2007  8:14AM'
60880,1,'Aug 22 2006 11:25AM'
390,0,'May 10 2007  2:20AM'
2468,0,'Feb  3 2009  4:57PM'
1363,0,'Nov 18 2009 10:06PM'
59571,0,'Mar 14 2006  6:11AM'
752,0,'Nov 29 2009  4:47PM'
62204,0,'Dec  5 2009  3:58AM'
62358,0,'Nov 19 2009  5:25AM'
294,2,'Sep 14 2007  7:43PM'
57868,0,'Apr 11 2008  9:00AM'
910,0,'Nov 25 2009  4:45AM'
1161,1,'Dec  2 2009 12:49PM'
